Uur,Totaal [kWh],Normaal[kWh],Laag [kWh],P max [kW],p contract [kW]
06-03-2019 12:30 tot 12:45,15.3,15.3,0,,
06-03-2019 12:45 tot 13:00,10.58,10.58,0,,
06-03-2019 13:00 tot 13:15,6.93,6.93,0,43,684
06-03-2019 13:15 tot 13:30,10.67,10.67,0,,
06-03-2019 13:30 tot 13:45,4.5,4.5,0,,
06-03-2019 13:45 tot 14:00,7.02,7.02,0,,
06-03-2019 14:00 tot 14:15,6.35,6.35,0,28,684
06-03-2019 14:15 tot 14:30,4.64,4.64,0,,
06-03-2019 14:30 tot 14:45,6.93,6.93,0,,
06-03-2019 14:45 tot 15:00,6.71,6.71,0,,
06-03-2019 15:00 tot 15:15,8.42,8.42,0,35,684
06-03-2019 15:15 tot 15:30,5.9,5.9,0,,
06-03-2019 15:30 tot 15:45,8.78,8.78,0,,
06-03-2019 15:45 tot 16:00,8.37,8.37,0,,
06-03-2019 16:00 tot 16:15,4.68,4.68,0,19,684
06-03-2019 16:15 tot 16:30,3.6,3.6,0,,
06-03-2019 16:30 tot 16:45,4.1,4.1,0,,
06-03-2019 16:45 tot 17:00,2.79,2.79,0,,
06-03-2019 17:00 tot 17:15,2.52,2.52,0,10,684
06-03-2019 17:15 tot 17:30,1.26,1.26,0,,
06-03-2019 17:30 tot 17:45,0.77,0.77,0,,
06-03-2019 17:45 tot 18:00,0.23,0.23,0,,
06-03-2019 18:00 tot 18:15,0,0,0,0,684
06-03-2019 18:15 tot 18:30,0,0,0,,
06-03-2019 18:30 tot 18:45,0,0,0,,
06-03-2019 18:45 tot 19:00,0,0,0,,
06-03-2019 19:00 tot 19:15,0,0,0,0,684
06-03-2019 19:15 tot 19:30,0,0,0,,
06-03-2019 19:30 tot 19:45,0,0,0,,
06-03-2019 19:45 tot 20:00,0,0,0,,
06-03-2019 20:00 tot 20:15,0,0,0,0,684
06-03-2019 20:15 tot 20:30,0,0,0,,
06-03-2019 20:30 tot 20:45,0,0,0,,
06-03-2019 20:45 tot 21:00,0,0,0,,
06-03-2019 21:00 tot 21:15,0,0,0,0,684
06-03-2019 21:15 tot 21:30,0,0,0,,
06-03-2019 21:30 tot 21:45,0,0,0,,
06-03-2019 21:45 tot 22:00,0,0,0,,
06-03-2019 22:00 tot 22:15,0,0,0,0,684
06-03-2019 22:15 tot 22:30,0,0,0,,
06-03-2019 22:30 tot 22:45,0,0,0,,
06-03-2019 22:45 tot 23:00,0,0,0,,
06-03-2019 23:00 tot 23:15,0,0,0,0,684
06-03-2019 23:15 tot 23:30,0,0,0,,
06-03-2019 23:30 tot 23:45,0,0,0,,
06-03-2019 23:45 tot 00:00,0,0,0,,
07-03-2019 00:00 tot 00:15,0,0,0,0,684
07-03-2019 00:15 tot 00:30,0,0,0,,
07-03-2019 00:30 tot 00:45,0,0,0,,
07-03-2019 00:45 tot 01:00,0,0,0,,
07-03-2019 01:00 tot 01:15,0,0,0,0,684
07-03-2019 01:15 tot 01:30,0,0,0,,
07-03-2019 01:30 tot 01:45,0,0,0,,
07-03-2019 01:45 tot 02:00,0,0,0,,
07-03-2019 02:00 tot 02:15,0,0,0,0,684
07-03-2019 02:15 tot 02:30,0,0,0,,
07-03-2019 02:30 tot 02:45,0,0,0,,
07-03-2019 02:45 tot 03:00,0,0,0,,
07-03-2019 03:00 tot 03:15,0,0,0,0,684
07-03-2019 03:15 tot 03:30,0,0,0,,
07-03-2019 03:30 tot 03:45,0,0,0,,
07-03-2019 03:45 tot 04:00,0,0,0,,
07-03-2019 04:00 tot 04:15,0,0,0,0,684
07-03-2019 04:15 tot 04:30,0,0,0,,
07-03-2019 04:30 tot 04:45,0,0,0,,
07-03-2019 04:45 tot 05:00,0,0,0,,
07-03-2019 05:00 tot 05:15,0,0,0,0,684
07-03-2019 05:15 tot 05:30,0,0,0,,
07-03-2019 05:30 tot 05:45,0,0,0,,
07-03-2019 05:45 tot 06:00,0,0,0,,
07-03-2019 06:00 tot 06:15,0,0,0,0,684
07-03-2019 06:15 tot 06:30,0,0,0,,
07-03-2019 06:30 tot 06:45,0,0,0,,
07-03-2019 06:45 tot 07:00,0,0,0,,
07-03-2019 07:00 tot 07:15,0,0,0,2,684
07-03-2019 07:15 tot 07:30,0,0,0,,
07-03-2019 07:30 tot 07:45,0,0,0,,
07-03-2019 07:45 tot 08:00,0.59,0.59,0,,
07-03-2019 08:00 tot 08:15,1.08,1.08,0,57,684
07-03-2019 08:15 tot 08:30,4.64,4.64,0,,
07-03-2019 08:30 tot 08:45,9.59,9.59,0,,
07-03-2019 08:45 tot 09:00,14.27,14.27,0,,
07-03-2019 09:00 tot 09:15,17.78,17.78,0,111,684
07-03-2019 09:15 tot 09:30,20.61,20.61,0,,
07-03-2019 09:30 tot 09:45,21.38,21.38,0,,
07-03-2019 09:45 tot 10:00,27.77,27.77,0,,
07-03-2019 10:00 tot 10:15,25.29,25.29,0,187,684
07-03-2019 10:15 tot 10:30,18.05,18.05,0,,
07-03-2019 10:30 tot 10:45,44.19,44.19,0,,
07-03-2019 10:45 tot 11:00,46.85,46.85,0,,
07-03-2019 11:00 tot 11:15,36.27,36.27,0,179,684
07-03-2019 11:15 tot 11:30,37.98,37.98,0,,
07-03-2019 11:30 tot 11:45,26.15,26.15,0,,
07-03-2019 11:45 tot 12:00,44.69,44.69,0,,
07-03-2019 12:00 tot 12:15,70.7,70.7,0,283,684
07-03-2019 12:15 tot 12:30,36.36,36.36,0,,
07-03-2019 12:30 tot 12:45,65.75,65.75,0,,
07-03-2019 12:45 tot 13:00,52.25,52.25,0,,
07-03-2019 13:00 tot 13:15,54.54,54.54,0,246,684
07-03-2019 13:15 tot 13:30,55.31,55.31,0,,
07-03-2019 13:30 tot 13:45,50.18,50.18,0,,
07-03-2019 13:45 tot 14:00,61.38,61.38,0,,
07-03-2019 14:00 tot 14:15,66.87,66.87,0,267,684
07-03-2019 14:15 tot 14:30,37.08,37.08,0,,
07-03-2019 14:30 tot 14:45,32.81,32.81,0,,
07-03-2019 14:45 tot 15:00,50.94,50.94,0,,
07-03-2019 15:00 tot 15:15,36.72,36.72,0,149,684
07-03-2019 15:15 tot 15:30,15.08,15.08,0,,
07-03-2019 15:30 tot 15:45,13.23,13.23,0,,
07-03-2019 15:45 tot 16:00,37.13,37.13,0,,
07-03-2019 16:00 tot 16:15,30.06,30.06,0,120,684
07-03-2019 16:15 tot 16:30,23,23,0,,
07-03-2019 16:30 tot 16:45,20.03,20.03,0,,
07-03-2019 16:45 tot 17:00,16.92,16.92,0,,
07-03-2019 17:00 tot 17:15,15.62,15.62,0,62,684
07-03-2019 17:15 tot 17:30,14.09,14.09,0,,
07-03-2019 17:30 tot 17:45,8.78,8.78,0,,
07-03-2019 17:45 tot 18:00,4.64,4.64,0,,
07-03-2019 18:00 tot 18:15,0.95,0.95,0,4,684
07-03-2019 18:15 tot 18:30,0.14,0.14,0,,
07-03-2019 18:30 tot 18:45,0,0,0,,
07-03-2019 18:45 tot 19:00,0,0,0,,
07-03-2019 19:00 tot 19:15,0,0,0,0,684
07-03-2019 19:15 tot 19:30,0,0,0,,
07-03-2019 19:30 tot 19:45,0,0,0,,
07-03-2019 19:45 tot 20:00,0,0,0,,
07-03-2019 20:00 tot 20:15,0,0,0,0,684
07-03-2019 20:15 tot 20:30,0,0,0,,
07-03-2019 20:30 tot 20:45,0,0,0,,
07-03-2019 20:45 tot 21:00,0,0,0,,
07-03-2019 21:00 tot 21:15,0,0,0,0,684
07-03-2019 21:15 tot 21:30,0,0,0,,
07-03-2019 21:30 tot 21:45,0,0,0,,
07-03-2019 21:45 tot 22:00,0,0,0,,
07-03-2019 22:00 tot 22:15,0,0,0,0,684
07-03-2019 22:15 tot 22:30,0,0,0,,
07-03-2019 22:30 tot 22:45,0,0,0,,
07-03-2019 22:45 tot 23:00,0,0,0,,
07-03-2019 23:00 tot 23:15,0,0,0,0,684
07-03-2019 23:15 tot 23:30,0,0,0,,
07-03-2019 23:30 tot 23:45,0,0,0,,
07-03-2019 23:45 tot 00:00,0,0,0,,
08-03-2019 00:00 tot 00:15,0,0,0,0,684
08-03-2019 00:15 tot 00:30,0,0,0,,
08-03-2019 00:30 tot 00:45,0,0,0,,
08-03-2019 00:45 tot 01:00,0,0,0,,
08-03-2019 01:00 tot 01:15,0,0,0,0,684
08-03-2019 01:15 tot 01:30,0,0,0,,
08-03-2019 01:30 tot 01:45,0,0,0,,
08-03-2019 01:45 tot 02:00,0,0,0,,
08-03-2019 02:00 tot 02:15,0,0,0,0,684
08-03-2019 02:15 tot 02:30,0,0,0,,
08-03-2019 02:30 tot 02:45,0,0,0,,
08-03-2019 02:45 tot 03:00,0,0,0,,
08-03-2019 03:00 tot 03:15,0,0,0,0,684
08-03-2019 03:15 tot 03:30,0,0,0,,
08-03-2019 03:30 tot 03:45,0,0,0,,
08-03-2019 03:45 tot 04:00,0,0,0,,
08-03-2019 04:00 tot 04:15,0,0,0,0,684
08-03-2019 04:15 tot 04:30,0,0,0,,
08-03-2019 04:30 tot 04:45,0,0,0,,
08-03-2019 04:45 tot 05:00,0,0,0,,
08-03-2019 05:00 tot 05:15,0,0,0,0,684
08-03-2019 05:15 tot 05:30,0,0,0,,
08-03-2019 05:30 tot 05:45,0,0,0,,
08-03-2019 05:45 tot 06:00,0,0,0,,
08-03-2019 06:00 tot 06:15,0,0,0,0,684
08-03-2019 06:15 tot 06:30,0,0,0,,
08-03-2019 06:30 tot 06:45,0,0,0,,
08-03-2019 06:45 tot 07:00,0,0,0,,
08-03-2019 07:00 tot 07:15,0,0,0,16,684
08-03-2019 07:15 tot 07:30,0,0,0,,
08-03-2019 07:30 tot 07:45,0.9,0.9,0,,
08-03-2019 07:45 tot 08:00,4.1,4.1,0,,
08-03-2019 08:00 tot 08:15,8.19,8.19,0,50,684
08-03-2019 08:15 tot 08:30,6.03,6.03,0,,
08-03-2019 08:30 tot 08:45,11.7,11.7,0,,
08-03-2019 08:45 tot 09:00,12.42,12.42,0,,
08-03-2019 09:00 tot 09:15,21.96,21.96,0,137,684
08-03-2019 09:15 tot 09:30,33.12,33.12,0,,
08-03-2019 09:30 tot 09:45,28.35,28.35,0,,
08-03-2019 09:45 tot 10:00,34.16,34.16,0,,
08-03-2019 10:00 tot 10:15,40.59,40.59,0,199,684
08-03-2019 10:15 tot 10:30,21.24,21.24,0,,
08-03-2019 10:30 tot 10:45,49.55,49.55,0,,
08-03-2019 10:45 tot 11:00,49.82,49.82,0,,
08-03-2019 11:00 tot 11:15,21.29,21.29,0,291,684
08-03-2019 11:15 tot 11:30,41.36,41.36,0,,
08-03-2019 11:30 tot 11:45,72.68,72.68,0,,
08-03-2019 11:45 tot 12:00,61.43,61.43,0,,
08-03-2019 12:00 tot 12:15,59.18,59.18,0,237,684
08-03-2019 12:15 tot 12:30,54.68,54.68,0,,
08-03-2019 12:30 tot 12:45,33.75,33.75,0,,
08-03-2019 12:45 tot 13:00,35.82,35.82,0,,
08-03-2019 13:00 tot 13:15,64.44,64.44,0,304,684
08-03-2019 13:15 tot 13:30,76.01,76.01,0,,
08-03-2019 13:30 tot 13:45,36.72,36.72,0,,
08-03-2019 13:45 tot 14:00,45,45,0,,
08-03-2019 14:00 tot 14:15,74.97,74.97,0,300,684
08-03-2019 14:15 tot 14:30,56.97,56.97,0,,
08-03-2019 14:30 tot 14:45,32.04,32.04,0,,
08-03-2019 14:45 tot 15:00,59.36,59.36,0,,
08-03-2019 15:00 tot 15:15,39.2,39.2,0,157,684
08-03-2019 15:15 tot 15:30,21.87,21.87,0,,
08-03-2019 15:30 tot 15:45,18.36,18.36,0,,
08-03-2019 15:45 tot 16:00,17.28,17.28,0,,
08-03-2019 16:00 tot 16:15,14.09,14.09,0,56,684
08-03-2019 16:15 tot 16:30,12.47,12.47,0,,
08-03-2019 16:30 tot 16:45,10.31,10.31,0,,
08-03-2019 16:45 tot 17:00,9.41,9.41,0,,
08-03-2019 17:00 tot 17:15,6.75,6.75,0,27,684
08-03-2019 17:15 tot 17:30,5.9,5.9,0,,
08-03-2019 17:30 tot 17:45,3.69,3.69,0,,
08-03-2019 17:45 tot 18:00,3.15,3.15,0,,
08-03-2019 18:00 tot 18:15,0.72,0.72,0,3,684
08-03-2019 18:15 tot 18:30,0.09,0.09,0,,
08-03-2019 18:30 tot 18:45,0,0,0,,
08-03-2019 18:45 tot 19:00,0,0,0,,
08-03-2019 19:00 tot 19:15,0,0,0,0,684
08-03-2019 19:15 tot 19:30,0,0,0,,
08-03-2019 19:30 tot 19:45,0,0,0,,
08-03-2019 19:45 tot 20:00,0,0,0,,
08-03-2019 20:00 tot 20:15,0,0,0,0,684
08-03-2019 20:15 tot 20:30,0,0,0,,
08-03-2019 20:30 tot 20:45,0,0,0,,
08-03-2019 20:45 tot 21:00,0,0,0,,
08-03-2019 21:00 tot 21:15,0,0,0,0,684
08-03-2019 21:15 tot 21:30,0,0,0,,
08-03-2019 21:30 tot 21:45,0,0,0,,
08-03-2019 21:45 tot 22:00,0,0,0,,
08-03-2019 22:00 tot 22:15,0,0,0,0,684
08-03-2019 22:15 tot 22:30,0,0,0,,
08-03-2019 22:30 tot 22:45,0,0,0,,
08-03-2019 22:45 tot 23:00,0,0,0,,
08-03-2019 23:00 tot 23:15,0,0,0,0,684
08-03-2019 23:15 tot 23:30,0,0,0,,
08-03-2019 23:30 tot 23:45,0,0,0,,
08-03-2019 23:45 tot 00:00,0,0,0,,
09-03-2019 00:00 tot 00:15,0,0,0,0,684
09-03-2019 00:15 tot 00:30,0,0,0,,
09-03-2019 00:30 tot 00:45,0,0,0,,
09-03-2019 00:45 tot 01:00,0,0,0,,
09-03-2019 01:00 tot 01:15,0,0,0,0,684
09-03-2019 01:15 tot 01:30,0,0,0,,
09-03-2019 01:30 tot 01:45,0,0,0,,
09-03-2019 01:45 tot 02:00,0,0,0,,
09-03-2019 02:00 tot 02:15,0,0,0,0,684
09-03-2019 02:15 tot 02:30,0,0,0,,
09-03-2019 02:30 tot 02:45,0,0,0,,
09-03-2019 02:45 tot 03:00,0,0,0,,
09-03-2019 03:00 tot 03:15,0,0,0,0,684
09-03-2019 03:15 tot 03:30,0,0,0,,
09-03-2019 03:30 tot 03:45,0,0,0,,
09-03-2019 03:45 tot 04:00,0,0,0,,
09-03-2019 04:00 tot 04:15,0,0,0,0,684
09-03-2019 04:15 tot 04:30,0,0,0,,
09-03-2019 04:30 tot 04:45,0,0,0,,
09-03-2019 04:45 tot 05:00,0,0,0,,
09-03-2019 05:00 tot 05:15,0,0,0,0,684
09-03-2019 05:15 tot 05:30,0,0,0,,
09-03-2019 05:30 tot 05:45,0,0,0,,
09-03-2019 05:45 tot 06:00,0,0,0,,
09-03-2019 06:00 tot 06:15,0,0,0,0,684
09-03-2019 06:15 tot 06:30,0,0,0,,
09-03-2019 06:30 tot 06:45,0,0,0,,
09-03-2019 06:45 tot 07:00,0,0,0,,
09-03-2019 07:00 tot 07:15,0,0,0,4,684
09-03-2019 07:15 tot 07:30,0,0,0,,
09-03-2019 07:30 tot 07:45,0.32,0,0.32,,
09-03-2019 07:45 tot 08:00,0.9,0,0.9,,
09-03-2019 08:00 tot 08:15,1.35,0,1.35,21,684
09-03-2019 08:15 tot 08:30,1.94,0,1.94,,
09-03-2019 08:30 tot 08:45,3.92,0,3.92,,
09-03-2019 08:45 tot 09:00,5.31,0,5.31,,
09-03-2019 09:00 tot 09:15,6.21,0,6.21,69,684
09-03-2019 09:15 tot 09:30,8.37,0,8.37,,
09-03-2019 09:30 tot 09:45,11.48,0,11.48,,
09-03-2019 09:45 tot 10:00,17.15,0,17.15,,
09-03-2019 10:00 tot 10:15,19.98,0,19.98,162,684
09-03-2019 10:15 tot 10:30,37.4,0,37.4,,
09-03-2019 10:30 tot 10:45,16.02,0,16.02,,
09-03-2019 10:45 tot 11:00,40.59,0,40.59,,
09-03-2019 11:00 tot 11:15,29.84,0,29.84,127,684
09-03-2019 11:15 tot 11:30,29.97,0,29.97,,
09-03-2019 11:30 tot 11:45,21.96,0,21.96,,
09-03-2019 11:45 tot 12:00,31.86,0,31.86,,
09-03-2019 12:00 tot 12:15,23.76,0,23.76,197,684
09-03-2019 12:15 tot 12:30,29.3,0,29.3,,
09-03-2019 12:30 tot 12:45,25.61,0,25.61,,
09-03-2019 12:45 tot 13:00,49.19,0,49.19,,
09-03-2019 13:00 tot 13:15,42.89,0,42.89,172,684
09-03-2019 13:15 tot 13:30,20.16,0,20.16,,
09-03-2019 13:30 tot 13:45,29.34,0,29.34,,
09-03-2019 13:45 tot 14:00,19.35,0,19.35,,
09-03-2019 14:00 tot 14:15,14.18,0,14.18,57,684
09-03-2019 14:15 tot 14:30,9.86,0,9.86,,
09-03-2019 14:30 tot 14:45,3.2,0,3.2,,
09-03-2019 14:45 tot 15:00,5.31,0,5.31,,
09-03-2019 15:00 tot 15:15,21.33,0,21.33,175,684
09-03-2019 15:15 tot 15:30,9.41,0,9.41,,
09-03-2019 15:30 tot 15:45,20.66,0,20.66,,
09-03-2019 15:45 tot 16:00,43.65,0,43.65,,
09-03-2019 16:00 tot 16:15,38.7,0,38.7,155,684
09-03-2019 16:15 tot 16:30,34.02,0,34.02,,
09-03-2019 16:30 tot 16:45,27.95,0,27.95,,
09-03-2019 16:45 tot 17:00,15.21,0,15.21,,
09-03-2019 17:00 tot 17:15,9.41,0,9.41,52,684
09-03-2019 17:15 tot 17:30,13.05,0,13.05,,
09-03-2019 17:30 tot 17:45,8.6,0,8.6,,
09-03-2019 17:45 tot 18:00,3.87,0,3.87,,
09-03-2019 18:00 tot 18:15,2.25,0,2.25,9,684
09-03-2019 18:15 tot 18:30,0.99,0,0.99,,
09-03-2019 18:30 tot 18:45,0,0,0,,
09-03-2019 18:45 tot 19:00,0,0,0,,
09-03-2019 19:00 tot 19:15,0,0,0,0,684
09-03-2019 19:15 tot 19:30,0,0,0,,
09-03-2019 19:30 tot 19:45,0,0,0,,
09-03-2019 19:45 tot 20:00,0,0,0,,
09-03-2019 20:00 tot 20:15,0,0,0,0,684
09-03-2019 20:15 tot 20:30,0,0,0,,
09-03-2019 20:30 tot 20:45,0,0,0,,
09-03-2019 20:45 tot 21:00,0,0,0,,
09-03-2019 21:00 tot 21:15,0,0,0,0,684
09-03-2019 21:15 tot 21:30,0,0,0,,
09-03-2019 21:30 tot 21:45,0,0,0,,
09-03-2019 21:45 tot 22:00,0,0,0,,
09-03-2019 22:00 tot 22:15,0,0,0,0,684
09-03-2019 22:15 tot 22:30,0,0,0,,
09-03-2019 22:30 tot 22:45,0,0,0,,
09-03-2019 22:45 tot 23:00,0,0,0,,
09-03-2019 23:00 tot 23:15,0,0,0,0,684
09-03-2019 23:15 tot 23:30,0,0,0,,
09-03-2019 23:30 tot 23:45,0,0,0,,
09-03-2019 23:45 tot 00:00,0,0,0,,
10-03-2019 00:00 tot 00:15,0,0,0,0,684
10-03-2019 00:15 tot 00:30,0,0,0,,
10-03-2019 00:30 tot 00:45,0,0,0,,
10-03-2019 00:45 tot 01:00,0,0,0,,
10-03-2019 01:00 tot 01:15,0,0,0,0,684
10-03-2019 01:15 tot 01:30,0,0,0,,
10-03-2019 01:30 tot 01:45,0,0,0,,
10-03-2019 01:45 tot 02:00,0,0,0,,
10-03-2019 02:00 tot 02:15,0,0,0,0,684
10-03-2019 02:15 tot 02:30,0,0,0,,
10-03-2019 02:30 tot 02:45,0,0,0,,
10-03-2019 02:45 tot 03:00,0,0,0,,
10-03-2019 03:00 tot 03:15,0,0,0,0,684
10-03-2019 03:15 tot 03:30,0,0,0,,
10-03-2019 03:30 tot 03:45,0,0,0,,
10-03-2019 03:45 tot 04:00,0,0,0,,
10-03-2019 04:00 tot 04:15,0,0,0,0,684
10-03-2019 04:15 tot 04:30,0,0,0,,
10-03-2019 04:30 tot 04:45,0,0,0,,
10-03-2019 04:45 tot 05:00,0,0,0,,
10-03-2019 05:00 tot 05:15,0,0,0,0,684
10-03-2019 05:15 tot 05:30,0,0,0,,
10-03-2019 05:30 tot 05:45,0,0,0,,
10-03-2019 05:45 tot 06:00,0,0,0,,
10-03-2019 06:00 tot 06:15,0,0,0,0,684
10-03-2019 06:15 tot 06:30,0,0,0,,
10-03-2019 06:30 tot 06:45,0,0,0,,
10-03-2019 06:45 tot 07:00,0,0,0,,
10-03-2019 07:00 tot 07:15,0,0,0,2,684
10-03-2019 07:15 tot 07:30,0,0,0,,
10-03-2019 07:30 tot 07:45,0,0,0,,
10-03-2019 07:45 tot 08:00,0.54,0,0.54,,
10-03-2019 08:00 tot 08:15,1.35,0,1.35,17,684
10-03-2019 08:15 tot 08:30,2.57,0,2.57,,
10-03-2019 08:30 tot 08:45,4.14,0,4.14,,
10-03-2019 08:45 tot 09:00,3.11,0,3.11,,
10-03-2019 09:00 tot 09:15,5.36,0,5.36,29,684
10-03-2019 09:15 tot 09:30,6.8,0,6.8,,
10-03-2019 09:30 tot 09:45,7.25,0,7.25,,
10-03-2019 09:45 tot 10:00,5.27,0,5.27,,
10-03-2019 10:00 tot 10:15,4.59,0,4.59,18,684
10-03-2019 10:15 tot 10:30,3.02,0,3.02,,
10-03-2019 10:30 tot 10:45,4.23,0,4.23,,
10-03-2019 10:45 tot 11:00,4.59,0,4.59,,
10-03-2019 11:00 tot 11:15,4.95,0,4.95,56,684
10-03-2019 11:15 tot 11:30,7.83,0,7.83,,
10-03-2019 11:30 tot 11:45,9.09,0,9.09,,
10-03-2019 11:45 tot 12:00,13.95,0,13.95,,
10-03-2019 12:00 tot 12:15,39.92,0,39.92,160,684
10-03-2019 12:15 tot 12:30,26.28,0,26.28,,
10-03-2019 12:30 tot 12:45,22.37,0,22.37,,
10-03-2019 12:45 tot 13:00,17.73,0,17.73,,
10-03-2019 13:00 tot 13:15,28.08,0,28.08,112,684
10-03-2019 13:15 tot 13:30,26.46,0,26.46,,
10-03-2019 13:30 tot 13:45,17.82,0,17.82,,
10-03-2019 13:45 tot 14:00,17.15,0,17.15,,
10-03-2019 14:00 tot 14:15,37.58,0,37.58,150,684
10-03-2019 14:15 tot 14:30,23.04,0,23.04,,
10-03-2019 14:30 tot 14:45,11.7,0,11.7,,
10-03-2019 14:45 tot 15:00,6.89,0,6.89,,
10-03-2019 15:00 tot 15:15,7.65,0,7.65,33,684
10-03-2019 15:15 tot 15:30,8.24,0,8.24,,
10-03-2019 15:30 tot 15:45,8.28,0,8.28,,
10-03-2019 15:45 tot 16:00,6.66,0,6.66,,
10-03-2019 16:00 tot 16:15,6.62,0,6.62,26,684
10-03-2019 16:15 tot 16:30,5.18,0,5.18,,
10-03-2019 16:30 tot 16:45,4.73,0,4.73,,
10-03-2019 16:45 tot 17:00,3.42,0,3.42,,
10-03-2019 17:00 tot 17:15,2.84,0,2.84,47,684
10-03-2019 17:15 tot 17:30,2.16,0,2.16,,
10-03-2019 17:30 tot 17:45,6.53,0,6.53,,
10-03-2019 17:45 tot 18:00,11.75,0,11.75,,
10-03-2019 18:00 tot 18:15,2.52,0,2.52,10,684
10-03-2019 18:15 tot 18:30,0.41,0,0.41,,
10-03-2019 18:30 tot 18:45,0,0,0,,
10-03-2019 18:45 tot 19:00,0,0,0,,
10-03-2019 19:00 tot 19:15,0,0,0,0,684
10-03-2019 19:15 tot 19:30,0,0,0,,
10-03-2019 19:30 tot 19:45,0,0,0,,
10-03-2019 19:45 tot 20:00,0,0,0,,
10-03-2019 20:00 tot 20:15,0,0,0,0,684
10-03-2019 20:15 tot 20:30,0,0,0,,
10-03-2019 20:30 tot 20:45,0,0,0,,
10-03-2019 20:45 tot 21:00,0,0,0,,
10-03-2019 21:00 tot 21:15,0,0,0,0,684
10-03-2019 21:15 tot 21:30,0,0,0,,
10-03-2019 21:30 tot 21:45,0,0,0,,
10-03-2019 21:45 tot 22:00,0,0,0,,
10-03-2019 22:00 tot 22:15,0,0,0,0,684
10-03-2019 22:15 tot 22:30,0,0,0,,
10-03-2019 22:30 tot 22:45,0,0,0,,
10-03-2019 22:45 tot 23:00,0,0,0,,
10-03-2019 23:00 tot 23:15,0,0,0,0,684
10-03-2019 23:15 tot 23:30,0,0,0,,
10-03-2019 23:30 tot 23:45,0,0,0,,
10-03-2019 23:45 tot 00:00,0,0,0,,
11-03-2019 00:00 tot 00:15,0,0,0,0,684
11-03-2019 00:15 tot 00:30,0,0,0,,
11-03-2019 00:30 tot 00:45,0,0,0,,
11-03-2019 00:45 tot 01:00,0,0,0,,
11-03-2019 01:00 tot 01:15,0,0,0,0,684
11-03-2019 01:15 tot 01:30,0,0,0,,
11-03-2019 01:30 tot 01:45,0,0,0,,
11-03-2019 01:45 tot 02:00,0,0,0,,
11-03-2019 02:00 tot 02:15,0,0,0,0,684
11-03-2019 02:15 tot 02:30,0,0,0,,
11-03-2019 02:30 tot 02:45,0,0,0,,
11-03-2019 02:45 tot 03:00,0,0,0,,
11-03-2019 03:00 tot 03:15,0,0,0,0,684
11-03-2019 03:15 tot 03:30,0,0,0,,
11-03-2019 03:30 tot 03:45,0,0,0,,
11-03-2019 03:45 tot 04:00,0,0,0,,
11-03-2019 04:00 tot 04:15,0,0,0,0,684
11-03-2019 04:15 tot 04:30,0,0,0,,
11-03-2019 04:30 tot 04:45,0,0,0,,
11-03-2019 04:45 tot 05:00,0,0,0,,
11-03-2019 05:00 tot 05:15,0,0,0,0,684
11-03-2019 05:15 tot 05:30,0,0,0,,
11-03-2019 05:30 tot 05:45,0,0,0,,
11-03-2019 05:45 tot 06:00,0,0,0,,
11-03-2019 06:00 tot 06:15,0,0,0,0,684
11-03-2019 06:15 tot 06:30,0,0,0,,
11-03-2019 06:30 tot 06:45,0,0,0,,
11-03-2019 06:45 tot 07:00,0,0,0,,
11-03-2019 07:00 tot 07:15,0,0,0,9,684
11-03-2019 07:15 tot 07:30,0,0,0,,
11-03-2019 07:30 tot 07:45,0.81,0.81,0,,
11-03-2019 07:45 tot 08:00,2.3,2.3,0,,
11-03-2019 08:00 tot 08:15,1.94,1.94,0,49,684
11-03-2019 08:15 tot 08:30,4.68,4.68,0,,
11-03-2019 08:30 tot 08:45,7.34,7.34,0,,
11-03-2019 08:45 tot 09:00,12.15,12.15,0,,
11-03-2019 09:00 tot 09:15,22.91,22.91,0,92,684
11-03-2019 09:15 tot 09:30,18.23,18.23,0,,
11-03-2019 09:30 tot 09:45,16.74,16.74,0,,
11-03-2019 09:45 tot 10:00,12.33,12.33,0,,
11-03-2019 10:00 tot 10:15,19.85,19.85,0,195,684
11-03-2019 10:15 tot 10:30,41.22,41.22,0,,
11-03-2019 10:30 tot 10:45,40.95,40.95,0,,
11-03-2019 10:45 tot 11:00,48.87,48.87,0,,
11-03-2019 11:00 tot 11:15,52.47,52.47,0,210,684
11-03-2019 11:15 tot 11:30,44.55,44.55,0,,
11-03-2019 11:30 tot 11:45,34.38,34.38,0,,
11-03-2019 11:45 tot 12:00,37.85,37.85,0,,
11-03-2019 12:00 tot 12:15,47.93,47.93,0,295,684
11-03-2019 12:15 tot 12:30,73.76,73.76,0,,
11-03-2019 12:30 tot 12:45,55.67,55.67,0,,
11-03-2019 12:45 tot 13:00,63.59,63.59,0,,
11-03-2019 13:00 tot 13:15,50.49,50.49,0,202,684
11-03-2019 13:15 tot 13:30,44.33,44.33,0,,
11-03-2019 13:30 tot 13:45,49.82,49.82,0,,
11-03-2019 13:45 tot 14:00,31.73,31.73,0,,
11-03-2019 14:00 tot 14:15,33.8,33.8,0,135,684
11-03-2019 14:15 tot 14:30,26.42,26.42,0,,
11-03-2019 14:30 tot 14:45,32.4,32.4,0,,
11-03-2019 14:45 tot 15:00,28.89,28.89,0,,
11-03-2019 15:00 tot 15:15,35.46,35.46,0,142,684
11-03-2019 15:15 tot 15:30,22.05,22.05,0,,
