Uur,Totaal [kWh],Normaal[kWh],Laag [kWh],P max [kW],p contract [kW]
01-03-2019 09:30 tot 09:45,1.85,1.85,0,,
01-03-2019 09:45 tot 10:00,3.92,3.92,0,,
01-03-2019 10:00 tot 10:15,5.4,5.4,0,41,684
01-03-2019 10:15 tot 10:30,10.17,10.17,0,,
01-03-2019 10:30 tot 10:45,9.09,9.09,0,,
01-03-2019 10:45 tot 11:00,8.15,8.15,0,,
01-03-2019 11:00 tot 11:15,11.07,11.07,0,114,684
01-03-2019 11:15 tot 11:30,13.95,13.95,0,,
01-03-2019 11:30 tot 11:45,25.29,25.29,0,,
01-03-2019 11:45 tot 12:00,28.49,28.49,0,,
01-03-2019 12:00 tot 12:15,50.13,50.13,0,220,684
01-03-2019 12:15 tot 12:30,54.95,54.95,0,,
01-03-2019 12:30 tot 12:45,35.82,35.82,0,,
01-03-2019 12:45 tot 13:00,33.8,33.8,0,,
01-03-2019 13:00 tot 13:15,23.67,23.67,0,95,684
01-03-2019 13:15 tot 13:30,17.64,17.64,0,,
01-03-2019 13:30 tot 13:45,18.54,18.54,0,,
01-03-2019 13:45 tot 14:00,23.45,23.45,0,,
01-03-2019 14:00 tot 14:15,24.57,24.57,0,98,684
01-03-2019 14:15 tot 14:30,20.21,20.21,0,,
01-03-2019 14:30 tot 14:45,18.18,18.18,0,,
01-03-2019 14:45 tot 15:00,24.12,24.12,0,,
01-03-2019 15:00 tot 15:15,28.89,28.89,0,116,684
01-03-2019 15:15 tot 15:30,9.72,9.72,0,,
01-03-2019 15:30 tot 15:45,9.63,9.63,0,,
01-03-2019 15:45 tot 16:00,7.97,7.97,0,,
01-03-2019 16:00 tot 16:15,13.82,13.82,0,55,684
01-03-2019 16:15 tot 16:30,5.85,5.85,0,,
01-03-2019 16:30 tot 16:45,7.25,7.25,0,,
01-03-2019 16:45 tot 17:00,9.81,9.81,0,,
01-03-2019 17:00 tot 17:15,9.59,9.59,0,38,684
01-03-2019 17:15 tot 17:30,6.03,6.03,0,,
01-03-2019 17:30 tot 17:45,4.14,4.14,0,,
01-03-2019 17:45 tot 18:00,1.85,1.85,0,,
01-03-2019 18:00 tot 18:15,0.23,0.23,0,1,684
01-03-2019 18:15 tot 18:30,0,0,0,,
01-03-2019 18:30 tot 18:45,0,0,0,,
01-03-2019 18:45 tot 19:00,0,0,0,,
01-03-2019 19:00 tot 19:15,0,0,0,0,684
01-03-2019 19:15 tot 19:30,0,0,0,,
01-03-2019 19:30 tot 19:45,0,0,0,,
01-03-2019 19:45 tot 20:00,0,0,0,,
01-03-2019 20:00 tot 20:15,0,0,0,0,684
01-03-2019 20:15 tot 20:30,0,0,0,,
01-03-2019 20:30 tot 20:45,0,0,0,,
01-03-2019 20:45 tot 21:00,0,0,0,,
01-03-2019 21:00 tot 21:15,0,0,0,0,684
01-03-2019 21:15 tot 21:30,0,0,0,,
01-03-2019 21:30 tot 21:45,0,0,0,,
01-03-2019 21:45 tot 22:00,0,0,0,,
01-03-2019 22:00 tot 22:15,0,0,0,0,684
01-03-2019 22:15 tot 22:30,0,0,0,,
01-03-2019 22:30 tot 22:45,0,0,0,,
01-03-2019 22:45 tot 23:00,0,0,0,,
01-03-2019 23:00 tot 23:15,0,0,0,0,684
01-03-2019 23:15 tot 23:30,0,0,0,,
01-03-2019 23:30 tot 23:45,0,0,0,,
01-03-2019 23:45 tot 00:00,0,0,0,,
02-03-2019 00:00 tot 00:15,0,0,0,0,684
02-03-2019 00:15 tot 00:30,0,0,0,,
02-03-2019 00:30 tot 00:45,0,0,0,,
02-03-2019 00:45 tot 01:00,0,0,0,,
02-03-2019 01:00 tot 01:15,0,0,0,0,684
02-03-2019 01:15 tot 01:30,0,0,0,,
02-03-2019 01:30 tot 01:45,0,0,0,,
02-03-2019 01:45 tot 02:00,0,0,0,,
02-03-2019 02:00 tot 02:15,0,0,0,0,684
02-03-2019 02:15 tot 02:30,0,0,0,,
02-03-2019 02:30 tot 02:45,0,0,0,,
02-03-2019 02:45 tot 03:00,0,0,0,,
02-03-2019 03:00 tot 03:15,0,0,0,0,684
02-03-2019 03:15 tot 03:30,0,0,0,,
02-03-2019 03:30 tot 03:45,0,0,0,,
02-03-2019 03:45 tot 04:00,0,0,0,,
02-03-2019 04:00 tot 04:15,0,0,0,0,684
02-03-2019 04:15 tot 04:30,0,0,0,,
02-03-2019 04:30 tot 04:45,0,0,0,,
02-03-2019 04:45 tot 05:00,0,0,0,,
02-03-2019 05:00 tot 05:15,0,0,0,0,684
02-03-2019 05:15 tot 05:30,0,0,0,,
02-03-2019 05:30 tot 05:45,0,0,0,,
02-03-2019 05:45 tot 06:00,0,0,0,,
02-03-2019 06:00 tot 06:15,0,0,0,0,684
02-03-2019 06:15 tot 06:30,0,0,0,,
02-03-2019 06:30 tot 06:45,0,0,0,,
02-03-2019 06:45 tot 07:00,0,0,0,,
02-03-2019 07:00 tot 07:15,0,0,0,6,684
02-03-2019 07:15 tot 07:30,0.14,0,0.14,,
02-03-2019 07:30 tot 07:45,0.86,0,0.86,,
02-03-2019 07:45 tot 08:00,1.44,0,1.44,,
02-03-2019 08:00 tot 08:15,2.43,0,2.43,47,684
02-03-2019 08:15 tot 08:30,4.68,0,4.68,,
02-03-2019 08:30 tot 08:45,9.59,0,9.59,,
02-03-2019 08:45 tot 09:00,11.84,0,11.84,,
02-03-2019 09:00 tot 09:15,11.03,0,11.03,66,684
02-03-2019 09:15 tot 09:30,10.04,0,10.04,,
02-03-2019 09:30 tot 09:45,13.55,0,13.55,,
02-03-2019 09:45 tot 10:00,16.56,0,16.56,,
02-03-2019 10:00 tot 10:15,20.21,0,20.21,100,684
02-03-2019 10:15 tot 10:30,23.18,0,23.18,,
02-03-2019 10:30 tot 10:45,24.98,0,24.98,,
02-03-2019 10:45 tot 11:00,20.84,0,20.84,,
02-03-2019 11:00 tot 11:15,21.65,0,21.65,235,684
02-03-2019 11:15 tot 11:30,46.53,0,46.53,,
02-03-2019 11:30 tot 11:45,55.8,0,55.8,,
02-03-2019 11:45 tot 12:00,58.73,0,58.73,,
02-03-2019 12:00 tot 12:15,50.94,0,50.94,204,684
02-03-2019 12:15 tot 12:30,41.4,0,41.4,,
02-03-2019 12:30 tot 12:45,43.7,0,43.7,,
02-03-2019 12:45 tot 13:00,49.1,0,49.1,,
02-03-2019 13:00 tot 13:15,66.6,0,66.6,266,684
02-03-2019 13:15 tot 13:30,41.81,0,41.81,,
02-03-2019 13:30 tot 13:45,38.48,0,38.48,,
02-03-2019 13:45 tot 14:00,41.58,0,41.58,,
02-03-2019 14:00 tot 14:15,26.28,0,26.28,107,684
02-03-2019 14:15 tot 14:30,26.82,0,26.82,,
02-03-2019 14:30 tot 14:45,20.84,0,20.84,,
02-03-2019 14:45 tot 15:00,18.23,0,18.23,,
02-03-2019 15:00 tot 15:15,10.53,0,10.53,42,684
02-03-2019 15:15 tot 15:30,9.09,0,9.09,,
02-03-2019 15:30 tot 15:45,9.9,0,9.9,,
02-03-2019 15:45 tot 16:00,5,0,5,,
02-03-2019 16:00 tot 16:15,5.4,0,5.4,22,684
02-03-2019 16:15 tot 16:30,4.28,0,4.28,,
02-03-2019 16:30 tot 16:45,5.27,0,5.27,,
02-03-2019 16:45 tot 17:00,1.31,0,1.31,,
02-03-2019 17:00 tot 17:15,0.77,0,0.77,7,684
02-03-2019 17:15 tot 17:30,0.41,0,0.41,,
02-03-2019 17:30 tot 17:45,1.71,0,1.71,,
02-03-2019 17:45 tot 18:00,0.81,0,0.81,,
02-03-2019 18:00 tot 18:15,0,0,0,0,684
02-03-2019 18:15 tot 18:30,0,0,0,,
02-03-2019 18:30 tot 18:45,0,0,0,,
02-03-2019 18:45 tot 19:00,0,0,0,,
02-03-2019 19:00 tot 19:15,0,0,0,0,684
02-03-2019 19:15 tot 19:30,0,0,0,,
02-03-2019 19:30 tot 19:45,0,0,0,,
02-03-2019 19:45 tot 20:00,0,0,0,,
02-03-2019 20:00 tot 20:15,0,0,0,0,684
02-03-2019 20:15 tot 20:30,0,0,0,,
02-03-2019 20:30 tot 20:45,0,0,0,,
02-03-2019 20:45 tot 21:00,0,0,0,,
02-03-2019 21:00 tot 21:15,0,0,0,0,684
02-03-2019 21:15 tot 21:30,0,0,0,,
02-03-2019 21:30 tot 21:45,0,0,0,,
02-03-2019 21:45 tot 22:00,0,0,0,,
02-03-2019 22:00 tot 22:15,0,0,0,0,684
02-03-2019 22:15 tot 22:30,0,0,0,,
02-03-2019 22:30 tot 22:45,0,0,0,,
02-03-2019 22:45 tot 23:00,0,0,0,,
02-03-2019 23:00 tot 23:15,0,0,0,0,684
02-03-2019 23:15 tot 23:30,0,0,0,,
02-03-2019 23:30 tot 23:45,0,0,0,,
02-03-2019 23:45 tot 00:00,0,0,0,,
03-03-2019 00:00 tot 00:15,0,0,0,0,684
03-03-2019 00:15 tot 00:30,0,0,0,,
03-03-2019 00:30 tot 00:45,0,0,0,,
03-03-2019 00:45 tot 01:00,0,0,0,,
03-03-2019 01:00 tot 01:15,0,0,0,0,684
03-03-2019 01:15 tot 01:30,0,0,0,,
03-03-2019 01:30 tot 01:45,0,0,0,,
03-03-2019 01:45 tot 02:00,0,0,0,,
03-03-2019 02:00 tot 02:15,0,0,0,0,684
03-03-2019 02:15 tot 02:30,0,0,0,,
03-03-2019 02:30 tot 02:45,0,0,0,,
03-03-2019 02:45 tot 03:00,0,0,0,,
03-03-2019 03:00 tot 03:15,0,0,0,0,684
03-03-2019 03:15 tot 03:30,0,0,0,,
03-03-2019 03:30 tot 03:45,0,0,0,,
03-03-2019 03:45 tot 04:00,0,0,0,,
03-03-2019 04:00 tot 04:15,0,0,0,0,684
03-03-2019 04:15 tot 04:30,0,0,0,,
03-03-2019 04:30 tot 04:45,0,0,0,,
03-03-2019 04:45 tot 05:00,0,0,0,,
03-03-2019 05:00 tot 05:15,0,0,0,0,684
03-03-2019 05:15 tot 05:30,0,0,0,,
03-03-2019 05:30 tot 05:45,0,0,0,,
03-03-2019 05:45 tot 06:00,0,0,0,,
03-03-2019 06:00 tot 06:15,0,0,0,0,684
03-03-2019 06:15 tot 06:30,0,0,0,,
03-03-2019 06:30 tot 06:45,0,0,0,,
03-03-2019 06:45 tot 07:00,0,0,0,,
03-03-2019 07:00 tot 07:15,0,0,0,0,684
03-03-2019 07:15 tot 07:30,0,0,0,,
03-03-2019 07:30 tot 07:45,0,0,0,,
03-03-2019 07:45 tot 08:00,0,0,0,,
03-03-2019 08:00 tot 08:15,0.05,0,0.05,6,684
03-03-2019 08:15 tot 08:30,0.32,0,0.32,,
03-03-2019 08:30 tot 08:45,0.81,0,0.81,,
03-03-2019 08:45 tot 09:00,1.53,0,1.53,,
03-03-2019 09:00 tot 09:15,2.3,0,2.3,12,684
03-03-2019 09:15 tot 09:30,2.57,0,2.57,,
03-03-2019 09:30 tot 09:45,2.61,0,2.61,,
03-03-2019 09:45 tot 10:00,3.06,0,3.06,,
03-03-2019 10:00 tot 10:15,3.29,0,3.29,24,684
03-03-2019 10:15 tot 10:30,2.84,0,2.84,,
03-03-2019 10:30 tot 10:45,5.04,0,5.04,,
03-03-2019 10:45 tot 11:00,5.99,0,5.99,,
03-03-2019 11:00 tot 11:15,6.26,0,6.26,35,684
03-03-2019 11:15 tot 11:30,6.57,0,6.57,,
03-03-2019 11:30 tot 11:45,7.74,0,7.74,,
03-03-2019 11:45 tot 12:00,8.87,0,8.87,,
03-03-2019 12:00 tot 12:15,5.22,0,5.22,44,684
03-03-2019 12:15 tot 12:30,7.34,0,7.34,,
03-03-2019 12:30 tot 12:45,10.89,0,10.89,,
03-03-2019 12:45 tot 13:00,10.94,0,10.94,,
03-03-2019 13:00 tot 13:15,8.46,0,8.46,34,684
03-03-2019 13:15 tot 13:30,7.47,0,7.47,,
03-03-2019 13:30 tot 13:45,7.61,0,7.61,,
03-03-2019 13:45 tot 14:00,4.23,0,4.23,,
03-03-2019 14:00 tot 14:15,4.91,0,4.91,26,684
03-03-2019 14:15 tot 14:30,3.83,0,3.83,,
03-03-2019 14:30 tot 14:45,6.44,0,6.44,,
03-03-2019 14:45 tot 15:00,5,0,5,,
03-03-2019 15:00 tot 15:15,9.86,0,9.86,39,684
03-03-2019 15:15 tot 15:30,4.59,0,4.59,,
03-03-2019 15:30 tot 15:45,2.61,0,2.61,,
03-03-2019 15:45 tot 16:00,2.07,0,2.07,,
03-03-2019 16:00 tot 16:15,2.39,0,2.39,12,684
03-03-2019 16:15 tot 16:30,2.93,0,2.93,,
03-03-2019 16:30 tot 16:45,2.12,0,2.12,,
03-03-2019 16:45 tot 17:00,3.06,0,3.06,,
03-03-2019 17:00 tot 17:15,2.52,0,2.52,10,684
03-03-2019 17:15 tot 17:30,2.34,0,2.34,,
03-03-2019 17:30 tot 17:45,2.07,0,2.07,,
03-03-2019 17:45 tot 18:00,0.72,0,0.72,,
03-03-2019 18:00 tot 18:15,0.05,0,0.05,0,684
03-03-2019 18:15 tot 18:30,0,0,0,,
03-03-2019 18:30 tot 18:45,0,0,0,,
03-03-2019 18:45 tot 19:00,0,0,0,,
03-03-2019 19:00 tot 19:15,0,0,0,0,684
03-03-2019 19:15 tot 19:30,0,0,0,,
03-03-2019 19:30 tot 19:45,0,0,0,,
03-03-2019 19:45 tot 20:00,0,0,0,,
03-03-2019 20:00 tot 20:15,0,0,0,0,684
03-03-2019 20:15 tot 20:30,0,0,0,,
03-03-2019 20:30 tot 20:45,0,0,0,,
03-03-2019 20:45 tot 21:00,0,0,0,,
03-03-2019 21:00 tot 21:15,0,0,0,0,684
03-03-2019 21:15 tot 21:30,0,0,0,,
03-03-2019 21:30 tot 21:45,0,0,0,,
03-03-2019 21:45 tot 22:00,0,0,0,,
03-03-2019 22:00 tot 22:15,0,0,0,0,684
03-03-2019 22:15 tot 22:30,0,0,0,,
03-03-2019 22:30 tot 22:45,0,0,0,,
03-03-2019 22:45 tot 23:00,0,0,0,,
03-03-2019 23:00 tot 23:15,0,0,0,0,684
03-03-2019 23:15 tot 23:30,0,0,0,,
03-03-2019 23:30 tot 23:45,0,0,0,,
03-03-2019 23:45 tot 00:00,0,0,0,,
04-03-2019 00:00 tot 00:15,0,0,0,0,684
04-03-2019 00:15 tot 00:30,0,0,0,,
04-03-2019 00:30 tot 00:45,0,0,0,,
04-03-2019 00:45 tot 01:00,0,0,0,,
04-03-2019 01:00 tot 01:15,0,0,0,0,684
04-03-2019 01:15 tot 01:30,0,0,0,,
04-03-2019 01:30 tot 01:45,0,0,0,,
04-03-2019 01:45 tot 02:00,0,0,0,,
04-03-2019 02:00 tot 02:15,0,0,0,0,684
04-03-2019 02:15 tot 02:30,0,0,0,,
04-03-2019 02:30 tot 02:45,0,0,0,,
04-03-2019 02:45 tot 03:00,0,0,0,,
04-03-2019 03:00 tot 03:15,0,0,0,0,684
04-03-2019 03:15 tot 03:30,0,0,0,,
04-03-2019 03:30 tot 03:45,0,0,0,,
04-03-2019 03:45 tot 04:00,0,0,0,,
04-03-2019 04:00 tot 04:15,0,0,0,0,684
04-03-2019 04:15 tot 04:30,0,0,0,,
04-03-2019 04:30 tot 04:45,0,0,0,,
04-03-2019 04:45 tot 05:00,0,0,0,,
04-03-2019 05:00 tot 05:15,0,0,0,0,684
04-03-2019 05:15 tot 05:30,0,0,0,,
04-03-2019 05:30 tot 05:45,0,0,0,,
04-03-2019 05:45 tot 06:00,0,0,0,,
04-03-2019 06:00 tot 06:15,0,0,0,0,684
04-03-2019 06:15 tot 06:30,0,0,0,,
04-03-2019 06:30 tot 06:45,0,0,0,,
04-03-2019 06:45 tot 07:00,0,0,0,,
04-03-2019 07:00 tot 07:15,0,0,0,5,684
04-03-2019 07:15 tot 07:30,0,0,0,,
04-03-2019 07:30 tot 07:45,0.05,0.05,0,,
04-03-2019 07:45 tot 08:00,1.35,1.35,0,,
04-03-2019 08:00 tot 08:15,5.67,5.67,0,48,684
04-03-2019 08:15 tot 08:30,3.69,3.69,0,,
04-03-2019 08:30 tot 08:45,11.93,11.93,0,,
04-03-2019 08:45 tot 09:00,3.96,3.96,0,,
04-03-2019 09:00 tot 09:15,4.5,4.5,0,53,684
04-03-2019 09:15 tot 09:30,5.22,5.22,0,,
04-03-2019 09:30 tot 09:45,9.23,9.23,0,,
04-03-2019 09:45 tot 10:00,13.37,13.37,0,,
04-03-2019 10:00 tot 10:15,30.51,30.51,0,183,684
04-03-2019 10:15 tot 10:30,37.98,37.98,0,,
04-03-2019 10:30 tot 10:45,45.81,45.81,0,,
04-03-2019 10:45 tot 11:00,23.81,23.81,0,,
04-03-2019 11:00 tot 11:15,19.22,19.22,0,168,684
04-03-2019 11:15 tot 11:30,33.62,33.62,0,,
04-03-2019 11:30 tot 11:45,41.99,41.99,0,,
04-03-2019 11:45 tot 12:00,27.59,27.59,0,,
04-03-2019 12:00 tot 12:15,32.67,32.67,0,238,684
04-03-2019 12:15 tot 12:30,59.54,59.54,0,,
04-03-2019 12:30 tot 12:45,57.47,57.47,0,,
04-03-2019 12:45 tot 13:00,54.27,54.27,0,,
04-03-2019 13:00 tot 13:15,68.4,68.4,0,322,684
04-03-2019 13:15 tot 13:30,80.46,80.46,0,,
04-03-2019 13:30 tot 13:45,60.98,60.98,0,,
04-03-2019 13:45 tot 14:00,59.22,59.22,0,,
04-03-2019 14:00 tot 14:15,65.93,65.93,0,264,684
04-03-2019 14:15 tot 14:30,62.01,62.01,0,,
04-03-2019 14:30 tot 14:45,57.11,57.11,0,,
04-03-2019 14:45 tot 15:00,53.6,53.6,0,,
04-03-2019 15:00 tot 15:15,35.96,35.96,0,180,684
04-03-2019 15:15 tot 15:30,45.05,45.05,0,,
04-03-2019 15:30 tot 15:45,25.25,25.25,0,,
04-03-2019 15:45 tot 16:00,33.75,33.75,0,,
04-03-2019 16:00 tot 16:15,29.7,29.7,0,119,684
04-03-2019 16:15 tot 16:30,29.16,29.16,0,,
04-03-2019 16:30 tot 16:45,25.16,25.16,0,,
04-03-2019 16:45 tot 17:00,13.91,13.91,0,,
04-03-2019 17:00 tot 17:15,8.28,8.28,0,33,684
04-03-2019 17:15 tot 17:30,7.2,7.2,0,,
04-03-2019 17:30 tot 17:45,5.63,5.63,0,,
04-03-2019 17:45 tot 18:00,3.74,3.74,0,,
04-03-2019 18:00 tot 18:15,1.62,1.62,0,6,684
04-03-2019 18:15 tot 18:30,0.14,0.14,0,,
04-03-2019 18:30 tot 18:45,0,0,0,,
04-03-2019 18:45 tot 19:00,0,0,0,,
04-03-2019 19:00 tot 19:15,0,0,0,0,684
04-03-2019 19:15 tot 19:30,0,0,0,,
04-03-2019 19:30 tot 19:45,0,0,0,,
04-03-2019 19:45 tot 20:00,0,0,0,,
04-03-2019 20:00 tot 20:15,0,0,0,0,684
04-03-2019 20:15 tot 20:30,0,0,0,,
04-03-2019 20:30 tot 20:45,0,0,0,,
04-03-2019 20:45 tot 21:00,0,0,0,,
04-03-2019 21:00 tot 21:15,0,0,0,0,684
04-03-2019 21:15 tot 21:30,0,0,0,,
04-03-2019 21:30 tot 21:45,0,0,0,,
04-03-2019 21:45 tot 22:00,0,0,0,,
04-03-2019 22:00 tot 22:15,0,0,0,0,684
04-03-2019 22:15 tot 22:30,0,0,0,,
04-03-2019 22:30 tot 22:45,0,0,0,,
04-03-2019 22:45 tot 23:00,0,0,0,,
04-03-2019 23:00 tot 23:15,0,0,0,0,684
04-03-2019 23:15 tot 23:30,0,0,0,,
04-03-2019 23:30 tot 23:45,0,0,0,,
04-03-2019 23:45 tot 00:00,0,0,0,,
05-03-2019 00:00 tot 00:15,0,0,0,0,684
05-03-2019 00:15 tot 00:30,0,0,0,,
05-03-2019 00:30 tot 00:45,0,0,0,,
05-03-2019 00:45 tot 01:00,0,0,0,,
05-03-2019 01:00 tot 01:15,0,0,0,0,684
05-03-2019 01:15 tot 01:30,0,0,0,,
05-03-2019 01:30 tot 01:45,0,0,0,,
05-03-2019 01:45 tot 02:00,0,0,0,,
05-03-2019 02:00 tot 02:15,0,0,0,0,684
05-03-2019 02:15 tot 02:30,0,0,0,,
05-03-2019 02:30 tot 02:45,0,0,0,,
05-03-2019 02:45 tot 03:00,0,0,0,,
05-03-2019 03:00 tot 03:15,0,0,0,0,684
05-03-2019 03:15 tot 03:30,0,0,0,,
05-03-2019 03:30 tot 03:45,0,0,0,,
05-03-2019 03:45 tot 04:00,0,0,0,,
05-03-2019 04:00 tot 04:15,0,0,0,0,684
05-03-2019 04:15 tot 04:30,0,0,0,,
05-03-2019 04:30 tot 04:45,0,0,0,,
05-03-2019 04:45 tot 05:00,0,0,0,,
05-03-2019 05:00 tot 05:15,0,0,0,0,684
05-03-2019 05:15 tot 05:30,0,0,0,,
05-03-2019 05:30 tot 05:45,0,0,0,,
05-03-2019 05:45 tot 06:00,0,0,0,,
05-03-2019 06:00 tot 06:15,0,0,0,0,684
05-03-2019 06:15 tot 06:30,0,0,0,,
05-03-2019 06:30 tot 06:45,0,0,0,,
05-03-2019 06:45 tot 07:00,0,0,0,,
05-03-2019 07:00 tot 07:15,0,0,0,8,684
05-03-2019 07:15 tot 07:30,0,0,0,,
05-03-2019 07:30 tot 07:45,0.45,0.45,0,,
05-03-2019 07:45 tot 08:00,2.12,2.12,0,,
05-03-2019 08:00 tot 08:15,4.32,4.32,0,35,684
05-03-2019 08:15 tot 08:30,3.74,3.74,0,,
05-03-2019 08:30 tot 08:45,5.81,5.81,0,,
05-03-2019 08:45 tot 09:00,8.69,8.69,0,,
05-03-2019 09:00 tot 09:15,8.64,8.64,0,99,684
05-03-2019 09:15 tot 09:30,9.72,9.72,0,,
05-03-2019 09:30 tot 09:45,8.46,8.46,0,,
05-03-2019 09:45 tot 10:00,24.84,24.84,0,,
05-03-2019 10:00 tot 10:15,41.72,41.72,0,211,684
05-03-2019 10:15 tot 10:30,41.72,41.72,0,,
05-03-2019 10:30 tot 10:45,36.77,36.77,0,,
05-03-2019 10:45 tot 11:00,52.83,52.83,0,,
05-03-2019 11:00 tot 11:15,40.73,40.73,0,257,684
05-03-2019 11:15 tot 11:30,26.6,26.6,0,,
05-03-2019 11:30 tot 11:45,57.74,57.74,0,,
05-03-2019 11:45 tot 12:00,64.35,64.35,0,,
05-03-2019 12:00 tot 12:15,52.7,52.7,0,271,684
05-03-2019 12:15 tot 12:30,38.48,38.48,0,,
05-03-2019 12:30 tot 12:45,47.79,47.79,0,,
05-03-2019 12:45 tot 13:00,67.82,67.82,0,,
05-03-2019 13:00 tot 13:15,33.26,33.26,0,338,684
05-03-2019 13:15 tot 13:30,71.42,71.42,0,,
05-03-2019 13:30 tot 13:45,84.56,84.56,0,,
05-03-2019 13:45 tot 14:00,66.02,66.02,0,,
05-03-2019 14:00 tot 14:15,17.51,17.51,0,269,684
05-03-2019 14:15 tot 14:30,26.1,26.1,0,,
05-03-2019 14:30 tot 14:45,67.19,67.19,0,,
05-03-2019 14:45 tot 15:00,58.46,58.46,0,,
05-03-2019 15:00 tot 15:15,53.6,53.6,0,214,684
05-03-2019 15:15 tot 15:30,49.46,49.46,0,,
05-03-2019 15:30 tot 15:45,45.81,45.81,0,,
05-03-2019 15:45 tot 16:00,41.13,41.13,0,,
05-03-2019 16:00 tot 16:15,36.81,36.81,0,147,684
05-03-2019 16:15 tot 16:30,31.82,31.82,0,,
05-03-2019 16:30 tot 16:45,27.23,27.23,0,,
05-03-2019 16:45 tot 17:00,21.56,21.56,0,,
05-03-2019 17:00 tot 17:15,13.05,13.05,0,52,684
05-03-2019 17:15 tot 17:30,5.99,5.99,0,,
05-03-2019 17:30 tot 17:45,7.25,7.25,0,,
05-03-2019 17:45 tot 18:00,4.59,4.59,0,,
05-03-2019 18:00 tot 18:15,1.8,1.8,0,7,684
05-03-2019 18:15 tot 18:30,0.23,0.23,0,,
05-03-2019 18:30 tot 18:45,0,0,0,,
05-03-2019 18:45 tot 19:00,0,0,0,,
05-03-2019 19:00 tot 19:15,0,0,0,0,684
05-03-2019 19:15 tot 19:30,0,0,0,,
05-03-2019 19:30 tot 19:45,0,0,0,,
05-03-2019 19:45 tot 20:00,0,0,0,,
05-03-2019 20:00 tot 20:15,0,0,0,0,684
05-03-2019 20:15 tot 20:30,0,0,0,,
05-03-2019 20:30 tot 20:45,0,0,0,,
05-03-2019 20:45 tot 21:00,0,0,0,,
05-03-2019 21:00 tot 21:15,0,0,0,0,684
05-03-2019 21:15 tot 21:30,0,0,0,,
05-03-2019 21:30 tot 21:45,0,0,0,,
05-03-2019 21:45 tot 22:00,0,0,0,,
05-03-2019 22:00 tot 22:15,0,0,0,0,684
05-03-2019 22:15 tot 22:30,0,0,0,,
05-03-2019 22:30 tot 22:45,0,0,0,,
05-03-2019 22:45 tot 23:00,0,0,0,,
05-03-2019 23:00 tot 23:15,0,0,0,0,684
05-03-2019 23:15 tot 23:30,0,0,0,,
05-03-2019 23:30 tot 23:45,0,0,0,,
05-03-2019 23:45 tot 00:00,0,0,0,,
06-03-2019 00:00 tot 00:15,0,0,0,0,684
06-03-2019 00:15 tot 00:30,0,0,0,,
06-03-2019 00:30 tot 00:45,0,0,0,,
06-03-2019 00:45 tot 01:00,0,0,0,,
06-03-2019 01:00 tot 01:15,0,0,0,0,684
06-03-2019 01:15 tot 01:30,0,0,0,,
06-03-2019 01:30 tot 01:45,0,0,0,,
06-03-2019 01:45 tot 02:00,0,0,0,,
06-03-2019 02:00 tot 02:15,0,0,0,0,684
06-03-2019 02:15 tot 02:30,0,0,0,,
06-03-2019 02:30 tot 02:45,0,0,0,,
06-03-2019 02:45 tot 03:00,0,0,0,,
06-03-2019 03:00 tot 03:15,0,0,0,0,684
06-03-2019 03:15 tot 03:30,0,0,0,,
06-03-2019 03:30 tot 03:45,0,0,0,,
06-03-2019 03:45 tot 04:00,0,0,0,,
06-03-2019 04:00 tot 04:15,0,0,0,0,684
06-03-2019 04:15 tot 04:30,0,0,0,,
06-03-2019 04:30 tot 04:45,0,0,0,,
06-03-2019 04:45 tot 05:00,0,0,0,,
06-03-2019 05:00 tot 05:15,0,0,0,0,684
06-03-2019 05:15 tot 05:30,0,0,0,,
06-03-2019 05:30 tot 05:45,0,0,0,,
06-03-2019 05:45 tot 06:00,0,0,0,,
06-03-2019 06:00 tot 06:15,0,0,0,0,684
06-03-2019 06:15 tot 06:30,0,0,0,,
06-03-2019 06:30 tot 06:45,0,0,0,,
06-03-2019 06:45 tot 07:00,0,0,0,,
06-03-2019 07:00 tot 07:15,0,0,0,6,684
06-03-2019 07:15 tot 07:30,0,0,0,,
06-03-2019 07:30 tot 07:45,0.09,0.09,0,,
06-03-2019 07:45 tot 08:00,1.44,1.44,0,,
06-03-2019 08:00 tot 08:15,2.79,2.79,0,22,684
06-03-2019 08:15 tot 08:30,5.18,5.18,0,,
06-03-2019 08:30 tot 08:45,5.54,5.54,0,,
06-03-2019 08:45 tot 09:00,4.23,4.23,0,,
06-03-2019 09:00 tot 09:15,12.42,12.42,0,50,684
06-03-2019 09:15 tot 09:30,12.02,12.02,0,,
06-03-2019 09:30 tot 09:45,8.82,8.82,0,,
06-03-2019 09:45 tot 10:00,11.79,11.79,0,,
06-03-2019 10:00 tot 10:15,13.59,13.59,0,85,684
06-03-2019 10:15 tot 10:30,16.56,16.56,0,,
06-03-2019 10:30 tot 10:45,18.68,18.68,0,,
06-03-2019 10:45 tot 11:00,21.24,21.24,0,,
06-03-2019 11:00 tot 11:15,14.04,14.04,0,71,684
06-03-2019 11:15 tot 11:30,14.09,14.09,0,,
06-03-2019 11:30 tot 11:45,17.82,17.82,0,,
06-03-2019 11:45 tot 12:00,14,14,0,,
06-03-2019 12:00 tot 12:15,8.6,8.6,0,61,684
06-03-2019 12:15 tot 12:30,8.96,8.96,0,,
