Time (UTC+0:00),GPOA [W/m^2],System DC efficiency [%],System DC power [W],System AC power [W],Inverter conversion efficiency [%],Final system efficiency [%]
22-04-00 22:30,0,0,0,0,0,0
22-04-00 23:30,0,0,0,0,0,0
23-04-00 0:30,0,0,0,0,0,0
23-04-00 1:30,0,0,0,0,0,0
23-04-00 2:30,0,0,0,0,0,0
23-04-00 3:30,0,0,0,0,0,0
23-04-00 4:30,3.745,15.41,0.823,0,0,0
23-04-00 5:30,41.797,17.032,10.149,8.152,80.32,13.68
23-04-00 6:30,143.937,17.456,35.82,32.554,90.881,15.864
23-04-00 7:30,288.976,17.417,71.755,66.584,92.793,16.162
23-04-00 8:30,466.353,17.143,113.979,106.363,93.317,15.998
23-04-00 9:30,581.312,16.92,140.225,130.967,93.398,15.803
23-04-00 10:30,689.45,16.693,164.075,153.242,93.397,15.59
23-04-00 11:30,752.763,16.562,177.746,165.972,93.376,15.465
23-04-00 12:30,659.568,16.716,157.182,146.811,93.402,15.613
23-04-00 13:30,564.818,16.89,136.003,127.015,93.391,15.774
23-04-00 14:30,482.853,17.072,117.525,109.692,93.335,15.935
23-04-00 15:30,360.171,17.287,88.764,82.636,93.096,16.093
23-04-00 16:30,207.023,17.372,51.273,47.209,92.073,15.995
23-04-00 17:30,72.348,17.115,17.653,15.295,86.638,14.828
23-04-00 18:30,13.766,16.196,3.179,1.523,47.92,7.761
23-04-00 19:30,0.014,0,0,0,0,0
23-04-00 20:30,0,0,0,0,0,0
23-04-00 21:30,0,0,0,0,0,0
23-04-00 22:30,0,0,0,0,0,0
23-04-00 23:30,0,0,0,0,0,0
24-04-00 0:30,0,0,0,0,0,0
24-04-00 1:30,0,0,0,0,0,0
24-04-00 2:30,0,0,0,0,0,0
24-04-00 3:30,0,0,0,0,0,0
24-04-00 4:30,3.228,15.262,0.702,0,0,0
24-04-00 5:30,41.803,16.984,10.119,8.124,80.284,13.636
24-04-00 6:30,146.249,17.407,36.281,32.992,90.935,15.829
24-04-00 7:30,279.23,17.346,69.03,64.011,92.728,16.085
24-04-00 8:30,386.815,17.212,94.887,88.405,93.169,16.036
24-04-00 9:30,541.04,16.933,130.566,121.923,93.38,15.812
24-04-00 10:30,611.058,16.824,146.52,136.854,93.403,15.714
24-04-00 11:30,614.746,16.804,147.23,137.517,93.403,15.696
24-04-00 12:30,592.021,16.858,142.237,132.849,93.4,15.745
24-04-00 13:30,527.658,16.949,127.458,119.009,93.372,15.825
24-04-00 14:30,409.117,17.091,99.654,92.894,93.217,15.932
24-04-00 15:30,302.678,17.215,74.261,68.955,92.854,15.985
24-04-00 16:30,177.771,17.264,43.74,40.071,91.613,15.816
24-04-00 17:30,70.175,16.973,16.975,14.652,86.313,14.65
24-04-00 18:30,13.07,15.961,2.973,1.331,44.76,7.144
24-04-00 19:30,0.018,0,0,0,0,0
24-04-00 20:30,0,0,0,0,0,0
24-04-00 21:30,0,0,0,0,0,0
24-04-00 22:30,0,0,0,0,0,0
24-04-00 23:30,0,0,0,0,0,0
25-04-00 0:30,0,0,0,0,0,0
25-04-00 1:30,0,0,0,0,0,0
25-04-00 2:30,0,0,0,0,0,0
25-04-00 3:30,0,0,0,0,0,0
25-04-00 4:30,4.361,15.412,0.958,0,0,0
25-04-00 5:30,42.523,16.94,10.27,8.269,80.512,13.638
25-04-00 6:30,133.843,17.386,33.179,30.048,90.562,15.745
25-04-00 7:30,263.911,17.395,65.457,60.632,92.629,16.113
25-04-00 8:30,397.111,17.189,97.325,90.701,93.194,16.019
25-04-00 9:30,510.709,17.008,123.848,115.625,93.361,15.878
25-04-00 10:30,593.13,16.863,142.608,133.196,93.4,15.75
25-04-00 11:30,592.979,16.878,142.7,133.283,93.4,15.764
25-04-00 12:30,555.141,16.941,134.099,125.233,93.388,15.821
25-04-00 13:30,497.162,17.032,120.736,112.705,93.349,15.899
25-04-00 14:30,406.264,17.142,99.299,92.56,93.213,15.979
25-04-00 15:30,302.876,17.26,74.54,69.217,92.859,16.028
25-04-00 16:30,173.762,17.275,42.8,39.18,91.542,15.814
25-04-00 17:30,73.154,17.019,17.752,15.39,86.696,14.755
25-04-00 18:30,14.66,16.101,3.366,1.703,50.594,8.146
25-04-00 19:30,0.06,0,0,0,0,0
25-04-00 20:30,0,0,0,0,0,0
25-04-00 21:30,0,0,0,0,0,0
25-04-00 22:30,0,0,0,0,0,0
25-04-00 23:30,0,0,0,0,0,0
26-04-00 0:30,0,0,0,0,0,0
26-04-00 1:30,0,0,0,0,0,0
26-04-00 2:30,0,0,0,0,0,0
26-04-00 3:30,0,0,0,0,0,0
26-04-00 4:30,3.47,15.167,0.751,0,0,0
26-04-00 5:30,37.48,16.777,8.974,7.036,78.411,13.155
26-04-00 6:30,116.585,17.349,28.866,25.951,89.903,15.598
26-04-00 7:30,212.233,17.432,52.797,48.651,92.147,16.063
26-04-00 8:30,333.342,17.353,82.552,76.777,93.005,16.139
26-04-00 9:30,443.946,17.21,109.033,101.715,93.288,16.055
26-04-00 10:30,551.863,17.079,134.508,125.617,93.39,15.95
26-04-00 11:30,551.463,17.053,134.21,125.338,93.389,15.926
26-04-00 12:30,568.681,17.004,137.997,128.883,93.396,15.881
26-04-00 13:30,540.223,17.065,131.561,122.857,93.384,15.936
26-04-00 14:30,432.179,17.221,106.212,99.063,93.269,16.062
26-04-00 15:30,318.619,17.337,78.833,73.268,92.942,16.113
26-04-00 16:30,195.339,17.354,48.377,44.465,91.914,15.95
26-04-00 17:30,75.688,17.078,18.447,16.051,87.008,14.86
26-04-00 18:30,16.333,16.207,3.778,2.094,55.43,8.984
26-04-00 19:30,0.047,0,0,0,0,0
26-04-00 20:30,0,0,0,0,0,0
26-04-00 21:30,0,0,0,0,0,0
26-04-00 22:30,0,0,0,0,0,0
26-04-00 23:30,0,0,0,0,0,0
27-04-00 0:30,0,0,0,0,0,0
27-04-00 1:30,0,0,0,0,0,0
27-04-00 2:30,0,0,0,0,0,0
27-04-00 3:30,0,0,0,0,0,0
27-04-00 4:30,4.709,15.528,1.044,0,0,0
27-04-00 5:30,43.248,17.021,10.51,8.496,80.834,13.759
27-04-00 6:30,136.932,17.46,34.135,30.954,90.68,15.833
27-04-00 7:30,279.586,17.448,69.649,64.593,92.741,16.182
27-04-00 8:30,400.89,17.316,99.114,92.384,93.21,16.141
27-04-00 9:30,518.407,17.129,126.782,118.377,93.371,15.994
27-04-00 10:30,574.836,17.04,139.847,130.616,93.399,15.915
27-04-00 11:30,609.083,16.986,147.715,137.974,93.406,15.866
27-04-00 12:30,572.081,17.068,139.407,130.205,93.399,15.941
27-04-00 13:30,516.797,17.155,126.58,118.188,93.37,16.018
27-04-00 14:30,466.16,17.24,114.745,107.081,93.321,16.089
27-04-00 15:30,372.345,17.366,92.32,85.986,93.139,16.174
27-04-00 16:30,200.818,17.441,50.008,46.009,92.003,16.047
27-04-00 17:30,78.339,17.145,19.176,16.743,87.311,14.969
27-04-00 18:30,17.264,16.241,4.003,2.308,57.664,9.365
27-04-00 19:30,0.024,0,0,0,0,0
27-04-00 20:30,0,0,0,0,0,0
27-04-00 21:30,0,0,0,0,0,0
27-04-00 22:30,0,0,0,0,0,0
27-04-00 23:30,0,0,0,0,0,0
28-04-00 0:30,0,0,0,0,0,0
28-04-00 1:30,0,0,0,0,0,0
28-04-00 2:30,0,0,0,0,0,0
28-04-00 3:30,0,0,0,0,0,0
28-04-00 4:30,4.116,15.36,0.902,0,0,0
28-04-00 5:30,39.228,16.888,9.457,7.495,79.252,13.384
28-04-00 6:30,124.171,17.418,30.873,27.857,90.23,15.716
28-04-00 7:30,215.924,17.466,53.837,49.635,92.195,16.103
28-04-00 8:30,325.757,17.345,80.656,74.989,92.974,16.126
28-04-00 9:30,435.11,17.222,106.966,99.771,93.274,16.063
28-04-00 10:30,528.583,17.108,129.088,120.539,93.377,15.975
28-04-00 11:30,545.767,17.087,133.124,124.321,93.387,15.957
28-04-00 12:30,556.82,17.047,135.496,126.543,93.392,15.92
28-04-00 13:30,533.466,17.076,130.039,121.43,93.38,15.946
28-04-00 14:30,443.196,17.183,108.707,101.409,93.286,16.029
28-04-00 15:30,299.581,17.346,74.179,68.875,92.849,16.105
28-04-00 16:30,188.284,17.384,46.725,42.898,91.811,15.961
28-04-00 17:30,79.096,17.145,19.358,16.916,87.384,14.982
28-04-00 18:30,17.032,16.266,3.955,2.262,57.193,9.303
28-04-00 19:30,0.144,0,0,0,0,0
28-04-00 20:30,0,0,0,0,0,0
28-04-00 21:30,0,0,0,0,0,0
28-04-00 22:30,0,0,0,0,0,0
28-04-00 23:30,0,0,0,0,0,0
29-04-00 0:30,0,0,0,0,0,0
29-04-00 1:30,0,0,0,0,0,0
29-04-00 2:30,0,0,0,0,0,0
29-04-00 3:30,0,0,0,0,0,0
29-04-00 4:30,4.961,15.518,1.099,0,0,0
29-04-00 5:30,39.949,16.906,9.639,7.668,79.551,13.449
29-04-00 6:30,119.389,17.41,29.664,26.708,90.036,15.676
29-04-00 7:30,252.081,17.492,62.925,58.236,92.548,16.188
29-04-00 8:30,363.207,17.388,90.13,83.922,93.112,16.191
29-04-00 9:30,508.474,17.154,124.477,116.216,93.363,16.015
29-04-00 10:30,619.254,16.971,149.983,140.094,93.407,15.852
29-04-00 11:30,648.572,16.938,156.774,146.437,93.406,15.821
29-04-00 12:30,630.877,16.961,152.706,142.638,93.407,15.843
29-04-00 13:30,560.141,17.044,136.245,127.244,93.393,15.918
29-04-00 14:30,468.078,17.146,114.537,106.886,93.32,16.001
29-04-00 15:30,376.91,17.259,92.834,86.472,93.146,16.076
29-04-00 16:30,220.112,17.374,54.576,50.336,92.233,16.024
29-04-00 17:30,83.345,17.128,20.372,17.881,87.771,15.033
29-04-00 18:30,19.122,16.283,4.444,2.727,61.379,9.995
29-04-00 19:30,0.066,0,0,0,0,0
29-04-00 20:30,0,0,0,0,0,0
29-04-00 21:30,0,0,0,0,0,0
29-04-00 22:30,0,0,0,0,0,0
29-04-00 23:30,0,0,0,0,0,0
30-04-00 0:30,0,0,0,0,0,0
30-04-00 1:30,0,0,0,0,0,0
30-04-00 2:30,0,0,0,0,0,0
30-04-00 3:30,0,0,0,0,0,0
30-04-00 4:30,6.384,15.731,1.434,0,0,0
30-04-00 5:30,42.33,16.949,10.246,8.245,80.475,13.64
30-04-00 6:30,125.087,17.405,31.091,28.064,90.264,15.71
30-04-00 7:30,223.658,17.428,55.667,51.369,92.279,16.083
30-04-00 8:30,350.474,17.266,86.419,80.426,93.065,16.069
30-04-00 9:30,449.281,17.111,109.787,102.424,93.293,15.964
30-04-00 10:30,487.798,17.027,118.614,110.714,93.34,15.893
30-04-00 11:30,527.209,16.97,127.764,119.297,93.373,15.845
30-04-00 12:30,542.783,16.973,131.568,122.862,93.383,15.85
30-04-00 13:30,475.104,17.125,116.189,108.438,93.329,15.982
30-04-00 14:30,385.676,17.222,94.857,88.377,93.169,16.046
30-04-00 15:30,290.217,17.32,71.784,66.612,92.796,16.072
30-04-00 16:30,195.395,17.39,48.525,44.604,91.921,15.985
30-04-00 17:30,78.502,17.146,19.222,16.786,87.329,14.973
30-04-00 18:30,20.913,16.416,4.903,3.163,64.517,10.591
30-04-00 19:30,0.01,0,0,0,0,0
30-04-00 20:30,0,0,0,0,0,0
30-04-00 21:30,0,0,0,0,0,0
30-04-00 22:30,0,0,0,0,0,0
30-04-00 23:30,0,0,0,0,0,0
1/5/2000 0:30,0,0,0,0,0,0
1/5/2000 1:30,0,0,0,0,0,0
1/5/2000 2:30,0,0,0,0,0,0
1/5/2000 3:30,0,0,0,0,0,0
1/5/2000 4:30,6.61,15.785,1.49,0,0,0
1/5/2000 5:30,45.648,17.048,11.11,9.066,81.608,13.913
1/5/2000 6:30,138.139,17.462,34.438,31.241,90.717,15.841
1/5/2000 7:30,271.966,17.48,67.867,62.909,92.694,16.202
1/5/2000 8:30,416.943,17.313,103.053,96.091,93.244,16.143
1/5/2000 9:30,540.345,17.065,131.64,122.93,93.384,15.936
1/5/2000 10:30,610.989,16.942,147.776,138.031,93.405,15.824
1/5/2000 11:30,605.466,16.883,145.933,136.306,93.403,15.769
1/5/2000 12:30,607.815,16.873,146.414,136.755,93.403,15.76
1/5/2000 13:30,570.541,16.942,137.992,128.878,93.395,15.823
1/5/2000 14:30,529.6,17.042,128.849,120.315,93.376,15.913
1/5/2000 15:30,412.793,17.255,101.683,94.802,93.233,16.087
1/5/2000 16:30,239.875,17.393,59.561,55.055,92.435,16.077
1/5/2000 17:30,87.725,17.201,21.542,18.992,88.164,15.165
1/5/2000 18:30,20.843,16.424,4.887,3.148,64.415,10.579
1/5/2000 19:30,0.355,0,0,0,0,0
1/5/2000 20:30,0,0,0,0,0,0
1/5/2000 21:30,0,0,0,0,0,0
1/5/2000 22:30,0,0,0,0,0,0
1/5/2000 23:30,0,0,0,0,0,0
2/5/2000 0:30,0,0,0,0,0,0
2/5/2000 1:30,0,0,0,0,0,0
2/5/2000 2:30,0,0,0,0,0,0
2/5/2000 3:30,0,0,0,0,0,0
2/5/2000 4:30,8.674,15.991,1.98,0.384,19.391,3.101
2/5/2000 5:30,47.238,17.058,11.501,9.439,82.07,13.999
2/5/2000 6:30,138.077,17.468,34.425,31.228,90.716,15.846
2/5/2000 7:30,255.6,17.48,63.769,59.034,92.575,16.182
2/5/2000 8:30,383.912,17.363,95.142,88.644,93.17,16.177
2/5/2000 9:30,440.574,17.259,108.528,101.24,93.284,16.1
2/5/2000 10:30,536.21,17.086,130.761,122.107,93.382,15.955
2/5/2000 11:30,535.894,17.063,130.512,121.873,93.381,15.934
2/5/2000 12:30,534.42,17.037,129.955,121.351,93.379,15.909
2/5/2000 13:30,520.924,17.059,126.832,118.423,93.371,15.928
2/5/2000 14:30,423.611,17.199,103.984,96.968,93.252,16.038
2/5/2000 15:30,303.395,17.328,75.037,69.685,92.868,16.092
2/5/2000 16:30,199.185,17.398,49.461,45.491,91.974,16.001
2/5/2000 17:30,86.216,17.158,21.114,18.586,88.027,15.104
2/5/2000 18:30,23.348,16.456,5.484,3.716,67.766,11.151
2/5/2000 19:30,0.215,0,0,0,0,0
2/5/2000 20:30,0,0,0,0,0,0
2/5/2000 21:30,0,0,0,0,0,0
2/5/2000 22:30,0,0,0,0,0,0
2/5/2000 23:30,0,0,0,0,0,0
3/5/2000 0:30,0,0,0,0,0,0
3/5/2000 1:30,0,0,0,0,0,0
3/5/2000 2:30,0,0,0,0,0,0
3/5/2000 3:30,0,0,0,0,0,0
3/5/2000 4:30,9.229,16.057,2.115,0.511,24.181,3.883
3/5/2000 5:30,52.475,17.12,12.819,10.693,83.414,14.28
3/5/2000 6:30,153.095,17.482,38.193,34.805,91.129,15.932
3/5/2000 7:30,277.077,17.463,69.047,64.024,92.726,16.193
3/5/2000 8:30,407.027,17.274,100.329,93.528,93.221,16.103
3/5/2000 9:30,507.057,17.086,123.625,115.416,93.36,15.951
3/5/2000 10:30,614.7,16.877,148.041,138.276,93.404,15.764
3/5/2000 11:30,680.728,16.737,162.585,151.854,93.4,15.633
3/5/2000 12:30,655.718,16.814,157.33,146.953,93.404,15.705
3/5/2000 13:30,585.954,16.922,141.493,132.154,93.4,15.805
3/5/2000 14:30,482,17.12,117.756,109.909,93.336,15.98
3/5/2000 15:30,370.295,17.294,91.38,85.101,93.129,16.105
3/5/2000 16:30,219.802,17.437,54.69,50.444,92.235,16.083
3/5/2000 17:30,89.242,17.227,21.938,19.368,88.287,15.209
3/5/2000 18:30,23.692,16.518,5.584,3.811,68.245,11.273
3/5/2000 19:30,0.528,0,0,0,0,0
3/5/2000 20:30,0,0,0,0,0,0
3/5/2000 21:30,0,0,0,0,0,0
3/5/2000 22:30,0,0,0,0,0,0
3/5/2000 23:30,0,0,0,0,0,0
4/5/2000 0:30,0,0,0,0,0,0
4/5/2000 1:30,0,0,0,0,0,0
4/5/2000 2:30,0,0,0,0,0,0
4/5/2000 3:30,0.005,0,0,0,0,0
4/5/2000 4:30,10.822,16.205,2.504,0.88,35.151,5.696
4/5/2000 5:30,54.489,17.186,13.37,11.217,83.892,14.417
4/5/2000 6:30,166.087,17.519,41.543,37.983,91.429,16.017
4/5/2000 7:30,304.722,17.477,76.039,70.629,92.885,16.233
4/5/2000 8:30,429.237,17.273,105.861,98.732,93.266,16.11
4/5/2000 9:30,580.259,17.007,140.899,131.6,93.4,15.884
4/5/2000 10:30,642.029,16.905,154.963,144.745,93.406,15.79
4/5/2000 11:30,660.618,16.901,159.412,148.898,93.405,15.786
4/5/2000 12:30,599.384,16.967,145.202,135.624,93.404,15.848
4/5/2000 13:30,524.753,17.097,128.094,119.607,93.375,15.964
4/5/2000 14:30,476.524,17.168,116.804,109.015,93.332,16.023
4/5/2000 15:30,381.193,17.306,94.193,87.751,93.161,16.123
4/5/2000 16:30,222.525,17.411,55.317,51.037,92.264,16.064
4/5/2000 17:30,91.13,17.211,22.395,19.803,88.427,15.22
4/5/2000 18:30,24.502,16.531,5.783,4,69.172,11.435
4/5/2000 19:30,0.86,0,0,0,0,0
4/5/2000 20:30,0,0,0,0,0,0
4/5/2000 21:30,0,0,0,0,0,0
4/5/2000 22:30,0,0,0,0,0,0
4/5/2000 23:30,0,0,0,0,0,0
5/5/2000 0:30,0,0,0,0,0,0
5/5/2000 1:30,0,0,0,0,0,0
5/5/2000 2:30,0,0,0,0,0,0
5/5/2000 3:30,0,0,0,0,0,0
5/5/2000 4:30,11.991,16.266,2.784,1.146,41.171,6.697
5/5/2000 5:30,58.677,17.209,14.413,12.209,84.707,14.577
5/5/2000 6:30,168.828,17.482,42.13,38.54,91.479,15.992
5/5/2000 7:30,319.584,17.369,79.235,73.647,92.948,16.144
5/5/2000 8:30,446.157,17.19,109.475,102.131,93.291,16.037
5/5/2000 9:30,534.912,17.023,129.977,121.372,93.379,15.896
5/5/2000 10:30,571.417,16.984,138.533,129.385,93.396,15.863
5/5/2000 11:30,622.233,16.891,150.026,140.132,93.405,15.777
5/5/2000 12:30,594.458,16.968,143.982,134.483,93.403,15.849
5/5/2000 13:30,591.978,17.004,143.681,134.203,93.403,15.882
5/5/2000 14:30,486.029,17.181,119.197,111.262,93.343,16.037
5/5/2000 15:30,337.774,17.336,83.584,77.751,93.022,16.126
5/5/2000 16:30,218.918,17.404,54.385,50.155,92.223,16.05
5/5/2000 17:30,86.999,17.161,21.312,18.774,88.092,15.118
5/5/2000 18:30,23.264,16.443,5.46,3.694,67.652,11.124
5/5/2000 19:30,0.806,0,0,0,0,0
5/5/2000 20:30,0.001,0,0,0,0,0
5/5/2000 21:30,0,0,0,0,0,0
5/5/2000 22:30,0,0,0,0,0,0
5/5/2000 23:30,0,0,0,0,0,0
6/5/2000 0:30,0,0,0,0,0,0
6/5/2000 1:30,0,0,0,0,0,0
6/5/2000 2:30,0,0,0,0,0,0
6/5/2000 3:30,0.095,0,0,0,0,0
6/5/2000 4:30,11.894,16.21,2.752,1.116,40.569,6.576
6/5/2000 5:30,56.003,17.09,13.661,11.495,84.145,14.38
6/5/2000 6:30,154.715,17.431,38.494,35.091,91.161,15.891
6/5/2000 7:30,281.352,17.423,69.968,64.895,92.75,16.16
6/5/2000 8:30,398.999,17.249,98.233,91.555,93.202,16.076
6/5/2000 9:30,527.875,17.033,128.338,119.836,93.375,15.905
6/5/2000 10:30,599.637,16.901,144.653,135.11,93.403,15.786
6/5/2000 11:30,629.353,16.835,151.224,141.25,93.405,15.724
6/5/2000 12:30,674.587,16.715,160.946,150.324,93.4,15.612
6/5/2000 13:30,553.057,16.924,133.597,124.762,93.387,15.805
6/5/2000 14:30,484.514,17.062,117.991,110.129,93.337,15.925
6/5/2000 15:30,370.927,17.219,91.161,84.896,93.127,16.035
6/5/2000 16:30,224.725,17.297,55.482,51.196,92.275,15.961
6/5/2000 17:30,91.31,17.097,22.283,19.699,88.403,15.114
6/5/2000 18:30,27.077,16.476,6.368,4.558,71.583,11.794
6/5/2000 19:30,1.449,14.444,0.299,0,0,0
6/5/2000 20:30,0,0,0,0,0,0
6/5/2000 21:30,0,0,0,0,0,0
6/5/2000 22:30,0,0,0,0,0,0
6/5/2000 23:30,0,0,0,0,0,0
7/5/2000 0:30,0,0,0,0,0,0
7/5/2000 1:30,0,0,0,0,0,0
7/5/2000 2:30,0,0,0,0,0,0
7/5/2000 3:30,0.196,0,0,0,0,0
7/5/2000 4:30,12.805,16.186,2.958,1.313,44.385,7.184
7/5/2000 5:30,56.327,17.061,13.714,11.546,84.191,14.364
7/5/2000 6:30,156.089,17.39,38.736,35.322,91.187,15.858
7/5/2000 7:30,284.43,17.38,70.542,65.439,92.765,16.122
7/5/2000 8:30,430.707,17.139,105.34,98.243,93.263,15.984
7/5/2000 9:30,519.447,16.99,125.938,117.585,93.367,15.863
7/5/2000 10:30,590.024,16.858,141.937,132.569,93.399,15.745
7/5/2000 11:30,597.749,16.791,143.229,133.776,93.4,15.683
7/5/2000 12:30,610.621,16.782,146.233,136.585,93.402,15.675
7/5/2000 13:30,587.466,16.812,140.943,131.637,93.398,15.702
7/5/2000 14:30,470.88,17.011,114.309,106.672,93.319,15.875
7/5/2000 15:30,342.496,17.182,83.977,78.124,93.03,15.984
7/5/2000 16:30,209.802,17.237,51.607,47.528,92.096,15.875
7/5/2000 17:30,86.592,17.012,21.021,18.501,88.009,14.972
7/5/2000 18:30,25.213,16.357,5.885,4.1,69.671,11.396
7/5/2000 19:30,1.024,0,0,0,0,0
7/5/2000 20:30,0.001,0,0,0,0,0
7/5/2000 21:30,0.001,0,0,0,0,0
7/5/2000 22:30,0,0,0,0,0,0
7/5/2000 23:30,0,0,0,0,0,0
8/5/2000 0:30,0,0,0,0,0,0
8/5/2000 1:30,0,0,0,0,0,0
8/5/2000 2:30,0.001,0,0,0,0,0
8/5/2000 3:30,0.105,0,0,0,0,0
8/5/2000 4:30,14.455,16.229,3.353,1.689,50.368,8.174
8/5/2000 5:30,62.286,17.088,15.212,12.972,85.272,14.572
8/5/2000 6:30,167.329,17.416,41.651,38.087,91.443,15.926
8/5/2000 7:30,280.423,17.406,69.761,64.7,92.745,16.143
8/5/2000 8:30,411.647,17.224,101.335,94.475,93.23,16.058
8/5/2000 9:30,508.306,17.071,124.018,115.785,93.361,15.938
8/5/2000 10:30,555.43,17.005,134.996,126.073,93.39,15.881
8/5/2000 11:30,596.967,16.928,144.427,134.899,93.403,15.811
8/5/2000 12:30,603.337,16.915,145.858,136.237,93.404,15.799
8/5/2000 13:30,506.298,17.063,123.468,115.269,93.359,15.929
8/5/2000 14:30,399.781,17.165,98.075,91.408,93.202,15.998
8/5/2000 15:30,354.098,17.252,87.31,81.266,93.077,16.058
8/5/2000 16:30,228.949,17.309,56.64,52.292,92.324,15.981
8/5/2000 17:30,92.162,17.096,22.519,19.923,88.474,15.125
8/5/2000 18:30,26.912,16.434,6.321,4.514,71.419,11.737
8/5/2000 19:30,2.24,14.724,0.471,0,0,0
8/5/2000 20:30,0,0,0,0,0,0
8/5/2000 21:30,0,0,0,0,0,0
8/5/2000 22:30,0,0,0,0,0,0
8/5/2000 23:30,0,0,0,0,0,0
9/5/2000 0:30,0,0,0,0,0,0
9/5/2000 1:30,0,0,0,0,0,0
9/5/2000 2:30,0,0,0,0,0,0
9/5/2000 3:30,0.119,0,0,0,0,0
9/5/2000 4:30,12.018,16.086,2.763,1.129,40.853,6.572
9/5/2000 5:30,57.117,17.029,13.901,11.725,84.344,14.363
9/5/2000 6:30,155.054,17.368,38.487,35.087,91.164,15.833
9/5/2000 7:30,299.41,17.367,74.315,69.003,92.852,16.125
9/5/2000 8:30,434.924,17.164,106.693,99.515,93.272,16.01
9/5/2000 9:30,547.487,16.953,132.655,123.88,93.385,15.832
9/5/2000 10:30,658.188,16.759,157.649,147.248,93.403,15.653
9/5/2000 11:30,645.524,16.763,154.651,144.45,93.404,15.657
9/5/2000 12:30,647.626,16.745,154.986,144.762,93.403,15.64
9/5/2000 13:30,570.236,16.864,137.435,128.355,93.393,15.75
9/5/2000 14:30,505.801,16.984,122.773,114.617,93.357,15.855
9/5/2000 15:30,375.726,17.14,92.038,85.722,93.138,15.964
9/5/2000 16:30,238.392,17.273,58.85,54.385,92.412,15.962
9/5/2000 17:30,100.032,17.086,24.427,21.738,88.991,15.205
9/5/2000 18:30,29.496,16.488,6.951,5.113,73.569,12.13
9/5/2000 19:30,2.22,14.721,0.467,0,0,0
9/5/2000 20:30,0,0,0,0,0,0
9/5/2000 21:30,0,0,0,0,0,0
9/5/2000 22:30,0,0,0,0,0,0
9/5/2000 23:30,0,0,0,0,0,0
10/5/2000 0:30,0,0,0,0,0,0
10/5/2000 1:30,0,0,0,0,0,0
10/5/2000 2:30,0,0,0,0,0,0
10/5/2000 3:30,0.214,0,0,0,0,0
10/5/2000 4:30,13.872,16.208,3.214,1.556,48.432,7.85
10/5/2000 5:30,57.123,16.982,13.866,11.692,84.322,14.32
10/5/2000 6:30,151.768,17.316,37.563,34.211,91.075,15.77
10/5/2000 7:30,270.936,17.293,66.969,62.063,92.675,16.026
10/5/2000 8:30,386.418,17.128,94.603,88.139,93.167,15.958
10/5/2000 9:30,525.163,16.878,126.695,118.294,93.369,15.759
10/5/2000 10:30,613.92,16.727,146.785,137.1,93.402,15.624
10/5/2000 11:30,653.722,16.632,155.413,145.158,93.401,15.535
10/5/2000 12:30,617.368,16.672,147.121,137.412,93.401,15.572
10/5/2000 13:30,547.46,16.814,131.57,122.862,93.382,15.701
10/5/2000 14:30,458.505,17.005,111.444,103.981,93.303,15.866
10/5/2000 15:30,328.671,17.174,80.683,75.017,92.977,15.968
10/5/2000 16:30,221.159,17.24,54.5,50.268,92.234,15.902
10/5/2000 17:30,94.239,17.046,22.962,20.345,88.605,15.104
10/5/2000 18:30,28.482,16.457,6.7,4.875,72.763,11.975
10/5/2000 19:30,1.804,14.559,0.375,0,0,0
10/5/2000 20:30,0,0,0,0,0,0
10/5/2000 21:30,0,0,0,0,0,0
10/5/2000 22:30,0,0,0,0,0,0
10/5/2000 23:30,0,0,0,0,0,0
11/5/2000 0:30,0,0,0,0,0,0
11/5/2000 1:30,0,0,0,0,0,0
11/5/2000 2:30,0,0,0,0,0,0
11/5/2000 3:30,0.318,0,0,0,0,0
11/5/2000 4:30,17.495,16.384,4.098,2.397,58.483,9.582
11/5/2000 5:30,62.925,17.037,15.328,13.083,85.353,14.542
11/5/2000 6:30,164.216,17.356,40.749,37.232,91.371,15.858
11/5/2000 7:30,291.214,17.328,72.148,66.957,92.805,16.081
11/5/2000 8:30,427.89,17.163,104.998,97.921,93.26,16.006
11/5/2000 9:30,543.302,16.946,131.631,122.921,93.383,15.824
11/5/2000 10:30,563.095,16.894,136.01,127.022,93.391,15.777
11/5/2000 11:30,663.23,16.724,158.587,148.123,93.402,15.621
11/5/2000 12:30,670.986,16.708,160.287,149.709,93.4,15.605
11/5/2000 13:30,633.567,16.753,151.754,141.744,93.404,15.648
11/5/2000 14:30,536.01,16.932,129.761,121.168,93.378,15.811
11/5/2000 15:30,388.514,17.137,95.194,88.695,93.173,15.967
11/5/2000 16:30,229.413,17.243,56.558,52.216,92.323,15.919
11/5/2000 17:30,99.187,17.063,24.197,21.52,88.935,15.175
11/5/2000 18:30,30.067,16.468,7.079,5.237,73.969,12.181
11/5/2000 19:30,2.58,14.806,0.546,0,0,0
11/5/2000 20:30,0,0,0,0,0,0
11/5/2000 21:30,0,0,0,0,0,0
11/5/2000 22:30,0,0,0,0,0,0
11/5/2000 23:30,0,0,0,0,0,0
12/5/2000 0:30,0,0,0,0,0,0
12/5/2000 1:30,0,0,0,0,0,0
12/5/2000 2:30,0,0,0,0,0,0
12/5/2000 3:30,0.163,0,0,0,0,0
12/5/2000 4:30,17.34,16.361,4.054,2.355,58.094,9.505
